title,wiki_page,category,has_female_protagonist,evidence_type,evidence_sentence
Doctor Hauzer,https://en.wikipedia.org/wiki/Doctor_Hauzer,1990s horror video games,False,,
Doom 64,https://en.wikipedia.org/wiki/Doom_64,Doom (franchise) games; Video games about demons; 1990s horror video games,False,,
Drac's Night Out,https://en.wikipedia.org/wiki/Drac%27s_Night_Out,Video games based on Dracula; 1990s horror video games,False,,
Dracula: Resurrection,https://en.wikipedia.org/wiki/Dracula%3A_Resurrection,Video games based on Dracula; 1990s horror video games; Dracula (video game series),False,,
Dracula the Undead (video game),https://en.wikipedia.org/wiki/Dracula_the_Undead_%28video_game%29,Video games based on Dracula; 1990s horror video games,False,,
Dracula Unleashed,https://en.wikipedia.org/wiki/Dracula_Unleashed,Video games based on Dracula; 1990s horror video games,False,,
Dráscula: The Vampire Strikes Back,https://en.wikipedia.org/wiki/Dr%C3%A1scula%3A_The_Vampire_Strikes_Back,Video games based on Dracula; 1990s horror video games,False,,
Echo Night (video game),https://en.wikipedia.org/wiki/Echo_Night_%28video_game%29,Video games about ghosts; 1990s horror video games,False,,
Echo Night 2: The Lord of Nightmares,https://en.wikipedia.org/wiki/Echo_Night_2%3A_The_Lord_of_Nightmares,Video games about ghosts; 1990s horror video games,False,,
Ecstatica,https://en.wikipedia.org/wiki/Ecstatica,1990s horror video games,False,,
Enemy Zero,https://en.wikipedia.org/wiki/Enemy_Zero,1990s horror video games,False,,
Escape from Monster Manor,https://en.wikipedia.org/wiki/Escape_from_Monster_Manor,1990s horror video games,False,,
Final Doom,https://en.wikipedia.org/wiki/Final_Doom,Doom (franchise) games; Video games about demons; 1990s horror video games,False,,
Freaks!,https://en.wikipedia.org/wiki/Freaks%21,1990s horror video games; Dark fantasy video games,False,,
Gakkou de atta Kowai Hanashi,https://en.wikipedia.org/wiki/Gakkou_de_atta_Kowai_Hanashi,1990s horror video games,False,,
Galerians,https://en.wikipedia.org/wiki/Galerians,Survival horror video games; Galerians series; 1990s horror video games,False,,
Ghoul Panic,https://en.wikipedia.org/wiki/Ghoul_Panic,1990s horror video games,False,,
Ghoul School,https://en.wikipedia.org/wiki/Ghoul_School,1990s horror video games,False,,
Harvester (video game),https://en.wikipedia.org/wiki/Harvester_%28video_game%29,1990s horror video games,False,,
Hellnight,https://en.wikipedia.org/wiki/Hellnight,1990s horror video games,False,,
The House of the Dead (video game),https://en.wikipedia.org/wiki/The_House_of_the_Dead_%28video_game%29,1990s horror video games; The House of the Dead,False,,
The House of the Dead 2,https://en.wikipedia.org/wiki/The_House_of_the_Dead_2,1990s horror video games; The House of the Dead,False,,
Hugo's House of Horrors,https://en.wikipedia.org/wiki/Hugo%27s_House_of_Horrors,1990s horror video games,False,,
Hyakumonogatari: Honto ni Atta Kowai Hanashi,https://en.wikipedia.org/wiki/Hyakumonogatari%3A_Honto_ni_Atta_Kowai_Hanashi,1990s horror video games,False,,
"I Have No Mouth, and I Must Scream (video game)",https://en.wikipedia.org/wiki/I_Have_No_Mouth%2C_and_I_Must_Scream_%28video_game%29,1990s horror video games; Psychological horror games,False,,
Innsmouth no Yakata,https://en.wikipedia.org/wiki/Innsmouth_no_Yakata,1990s horror video games; Video games based on The Shadow over Innsmouth,False,,
Isle of the Dead (video game),https://en.wikipedia.org/wiki/Isle_of_the_Dead_%28video_game%29,1990s horror video games; Video games about zombies,False,,
Juggernaut (video game),https://en.wikipedia.org/wiki/Juggernaut_%28video_game%29,Video games about demons; 1990s horror video games,True,control+female_term,"the player controls an unnamed young man whose girlfriend, sarah, has been possessed by demonic forces"
Kid Dracula (1990 video game),https://en.wikipedia.org/wiki/Kid_Dracula_%281990_video_game%29,Castlevania spinoff games; 1990s horror video games,False,,
Killing Time (video game),https://en.wikipedia.org/wiki/Killing_Time_%28video_game%29,1990s horror video games,False,,
Kizuato,https://en.wikipedia.org/wiki/Kizuato,1990s horror video games,False,,
Koudelka,https://en.wikipedia.org/wiki/Koudelka,Gothic video games; 1990s horror video games,False,,
Laser Ghost,https://en.wikipedia.org/wiki/Laser_Ghost,Video games about ghosts; 1990s horror video games,False,,
Last Rites (video game),https://en.wikipedia.org/wiki/Last_Rites_%28video_game%29,1990s horror video games,False,,
Majo-tachi no Nemuri,https://en.wikipedia.org/wiki/Majo-tachi_no_Nemuri,1990s horror video games,False,,
Mansion of Hidden Souls (Sega CD video game),https://en.wikipedia.org/wiki/Mansion_of_Hidden_Souls_%28Sega_CD_video_game%29,Video games about ghosts; 1990s horror video games,False,,
Mary Shelley's Frankenstein (video game),https://en.wikipedia.org/wiki/Mary_Shelley%27s_Frankenstein_%28video_game%29,1990s horror video games,False,,
Master of Darkness,https://en.wikipedia.org/wiki/Master_of_Darkness,Video games based on Dracula; Gothic video games; 1990s horror video games; Video games about vampires,False,,
Midnight Mutants,https://en.wikipedia.org/wiki/Midnight_Mutants,1990s horror video games,False,,
Monster Bash,https://en.wikipedia.org/wiki/Monster_Bash,1990s horror video games,False,,
Moon (1997 visual novel),https://en.wikipedia.org/wiki/Moon_%281997_visual_novel%29,1990s horror video games,False,,
Moonlight Syndrome,https://en.wikipedia.org/wiki/Moonlight_Syndrome,1990s horror video games,True,protagonist+she,"retaining the combination of adventure and visual novel elements from earlier games in the series, moonlight syndrome follows series protagonist mika kishii as she investigates supernatural phenomena"
Night Trap,https://en.wikipedia.org/wiki/Night_Trap,1990s horror video games; Video games about vampires,False,,
Nightmare Creatures,https://en.wikipedia.org/wiki/Nightmare_Creatures,Survival horror video games; Werewolf video games; 1990s horror video games; Video games about zombies,False,,
A Nightmare on Elm Street (video game),https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_%28video_game%29,Video games about ghosts; 1990s horror video games,False,,
Nitemare 3D,https://en.wikipedia.org/wiki/Nitemare_3D,1990s horror video games,False,,
Nocturne (video game),https://en.wikipedia.org/wiki/Nocturne_%28video_game%29,Werewolf video games; 1990s horror video games; Video games about vampires; Video games about zombies,False,,
The Note (video game),https://en.wikipedia.org/wiki/The_Note_%28video_game%29,1990s horror video games,False,,
Otogirisō,https://en.wikipedia.org/wiki/Otogiris%C5%8D,1990s horror video games,True,protagonist+she,"she asks about the flowers growing down the road, which the protagonist explains are hypericum , or the ""otogirisou"""
OverBlood,https://en.wikipedia.org/wiki/OverBlood,1990s horror video games,False,,
Parasite Eve II,https://en.wikipedia.org/wiki/Parasite_Eve_II,Survival horror video games; 1990s horror video games; Parasite Eve games,False,,
Phantasmagoria (video game),https://en.wikipedia.org/wiki/Phantasmagoria_%28video_game%29,Video games about demons; 1990s horror video games; Video games about spirit possession; Psychological horror games,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Phantasmagoria: A Puzzle of Flesh,https://en.wikipedia.org/wiki/Phantasmagoria%3A_A_Puzzle_of_Flesh,1990s horror video games; Psychological horror games,False,,
Quake (video game),https://en.wikipedia.org/wiki/Quake_%28video_game%29,Cthulhu Mythos video games; Video games about demons; 1990s horror video games; Dark fantasy video games,False,,
The Quivering,https://en.wikipedia.org/wiki/The_Quivering,1990s horror video games,False,,
Resident Evil (1996 video game),https://en.wikipedia.org/wiki/Resident_Evil_%281996_video_game%29,Resident Evil games; 1990s horror video games,False,,
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2,Survival horror video games; Resident Evil games; 1990s horror video games,False,,
Resident Evil 3: Nemesis,https://en.wikipedia.org/wiki/Resident_Evil_3%3A_Nemesis,Resident Evil games; 1990s horror video games,True,protagonist+she,"capcom chose her as the only protagonist because she was ""the only suitable character remaining"", noting that claire redfield and chris redfield had already been chosen for code: veronica"
Sanitarium (video game),https://en.wikipedia.org/wiki/Sanitarium_%28video_game%29,1990s horror video games; Psychological horror games,False,,
Shivers (video game),https://en.wikipedia.org/wiki/Shivers_%28video_game%29,Video games about ghosts; 1990s horror video games,False,,
Shivers II: Harvest of Souls,https://en.wikipedia.org/wiki/Shivers_II%3A_Harvest_of_Souls,1990s horror video games,False,,
Silent Hill (video game),https://en.wikipedia.org/wiki/Silent_Hill_%28video_game%29,Survival horror video games; Psychological horror games; 1990s horror video games; Silent Hill games,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
Silverload,https://en.wikipedia.org/wiki/Silverload,1990s horror video games,False,,
Splatterhouse 2,https://en.wikipedia.org/wiki/Splatterhouse_2,1990s horror video games,False,,
Splatterhouse 3,https://en.wikipedia.org/wiki/Splatterhouse_3,1990s horror video games,False,,
Super Castlevania IV,https://en.wikipedia.org/wiki/Super_Castlevania_IV,1990s horror video games; Castlevania games,False,,
System Shock 2,https://en.wikipedia.org/wiki/System_Shock_2,Survival horror video games; System Shock; 1990s horror video games,False,,
Testament (video game),https://en.wikipedia.org/wiki/Testament_%28video_game%29,Video games about demons; 1990s horror video games,False,,
Uncle Henry's Playhouse,https://en.wikipedia.org/wiki/Uncle_Henry%27s_Playhouse,1990s horror video games,False,,
Vampire Hunter D (video game),https://en.wikipedia.org/wiki/Vampire_Hunter_D_%28video_game%29,1990s horror video games; Video games about vampires,False,,
Virus: It Is Aware,https://en.wikipedia.org/wiki/Virus%3A_It_Is_Aware,1990s horror video games,False,,
Waxworks (1992 video game),https://en.wikipedia.org/wiki/Waxworks_%281992_video_game%29,1990s horror video games; Dark fantasy video games,True,protagonist+she,"using the final waxwork, the protagonist travels to confront ixona, and, following boris' instructions, uses the artifacts to kill ixona before she can place the curse"
Yakōchū,https://en.wikipedia.org/wiki/Yak%C5%8Dch%C5%AB,1990s horror video games,False,,
Yaku: Yūjō Dangi,https://en.wikipedia.org/wiki/Yaku%3A_Y%C5%ABj%C5%8D_Dangi,1990s horror video games,False,,
Yuuyami Doori Tankentai,https://en.wikipedia.org/wiki/Yuuyami_Doori_Tankentai,1990s horror video games,False,,
Zeddas: Servant of Sheol,https://en.wikipedia.org/wiki/Zeddas%3A_Servant_of_Sheol,1990s horror video games,False,,
Zombie Massacre (video game),https://en.wikipedia.org/wiki/Zombie_Massacre_%28video_game%29,Horror video game stubs; 1990s horror video games; Video games about zombies,False,,
Zombie Raid,https://en.wikipedia.org/wiki/Zombie_Raid,1990s horror video games; Video games about zombies,False,,
Zombies Ate My Neighbors,https://en.wikipedia.org/wiki/Zombies_Ate_My_Neighbors,1990s horror video games; Video games about zombies,False,,
1213 series,https://en.wikipedia.org/wiki/1213_series,2000s horror video games,False,,
Akai Ito (video game),https://en.wikipedia.org/wiki/Akai_Ito_%28video_game%29,2000s horror video games,False,,
Alien Breed Evolution,https://en.wikipedia.org/wiki/Alien_Breed_Evolution,2000s horror video games; Alien Breed,False,,
Alone in the Dark (2008 video game),https://en.wikipedia.org/wiki/Alone_in_the_Dark_%282008_video_game%29,2000s horror video games; Alone in the Dark; Video games about demons,False,,
Alone in the Dark: The New Nightmare,https://en.wikipedia.org/wiki/Alone_in_the_Dark%3A_The_New_Nightmare,2000s horror video games; Alone in the Dark; Survival horror video games,False,,
American McGee's Alice,https://en.wikipedia.org/wiki/American_McGee%27s_Alice,2000s horror video games; Horror video games based on children's franchises; Dark fantasy video games,False,,
Animamundi: Dark Alchemist,https://en.wikipedia.org/wiki/Animamundi%3A_Dark_Alchemist,2000s horror video games; Gothic video games; Dark fantasy video games,False,,
Ao Oni,https://en.wikipedia.org/wiki/Ao_Oni,2000s horror video games; Video games about demons,False,,
Barrow Hill: Curse of the Ancient Circle,https://en.wikipedia.org/wiki/Barrow_Hill%3A_Curse_of_the_Ancient_Circle,2000s horror video games,False,,
BioShock,https://en.wikipedia.org/wiki/BioShock,2000s horror video games; BioShock (series) games,False,,
The Black Mirror (video game),https://en.wikipedia.org/wiki/The_Black_Mirror_%28video_game%29,2000s horror video games,False,,
Blair Witch Volume I: Rustin Parr,https://en.wikipedia.org/wiki/Blair_Witch_Volume_I%3A_Rustin_Parr,2000s horror video games; Psychological horror games,False,,
BloodRayne 2,https://en.wikipedia.org/wiki/BloodRayne_2,2000s horror video games; BloodRayne; Video games about vampires; Video games about zombies,False,,
Call of Cthulhu: Dark Corners of the Earth,https://en.wikipedia.org/wiki/Call_of_Cthulhu%3A_Dark_Corners_of_the_Earth,2000s horror video games; Cthulhu Mythos video games; Video games based on The Shadow over Innsmouth,False,,
Carrier (video game),https://en.wikipedia.org/wiki/Carrier_%28video_game%29,2000s horror video games; Video games about zombies,False,,
Castlevania: Curse of Darkness,https://en.wikipedia.org/wiki/Castlevania%3A_Curse_of_Darkness,2000s horror video games; Castlevania games,False,,
Castlevania: The Adventure ReBirth,https://en.wikipedia.org/wiki/Castlevania%3A_The_Adventure_ReBirth,2000s horror video games; Castlevania games,False,,
Chaos Break,https://en.wikipedia.org/wiki/Chaos_Break,2000s horror video games,False,,
Clive Barker's Undying,https://en.wikipedia.org/wiki/Clive_Barker%27s_Undying,2000s horror video games; Dark fantasy video games; Psychological horror games,False,,
Cold Fear,https://en.wikipedia.org/wiki/Cold_Fear,2000s horror video games; Video games about zombies,False,,
Condemned 2: Bloodshot,https://en.wikipedia.org/wiki/Condemned_2%3A_Bloodshot,2000s horror video games; Survival horror video games,False,,
Condemned: Criminal Origins,https://en.wikipedia.org/wiki/Condemned%3A_Criminal_Origins,2000s horror video games; Survival horror video games,False,,
Corpse Party (2008 video game),https://en.wikipedia.org/wiki/Corpse_Party_%282008_video_game%29,2000s horror video games; Video games about ghosts; Video games about spirit possession,False,,
Cryostasis: Sleep of Reason,https://en.wikipedia.org/wiki/Cryostasis%3A_Sleep_of_Reason,2000s horror video games; Psychological horror games,False,,
Curse: The Eye of Isis,https://en.wikipedia.org/wiki/Curse%3A_The_Eye_of_Isis,2000s horror video games,False,,
Cursed Mountain,https://en.wikipedia.org/wiki/Cursed_Mountain,2000s horror video games; Video games about ghosts,False,,
Dark Fall,https://en.wikipedia.org/wiki/Dark_Fall,2000s horror video games; Dark Fall,False,,
Dark Fall II: Lights Out,https://en.wikipedia.org/wiki/Dark_Fall_II%3A_Lights_Out,2000s horror video games; Dark Fall,False,,
Dark Fall: Lost Souls,https://en.wikipedia.org/wiki/Dark_Fall%3A_Lost_Souls,2000s horror video games; Dark Fall; Video games about ghosts,False,,
Darkwatch,https://en.wikipedia.org/wiki/Darkwatch,2000s horror video games; Video games about ghosts; Video games about vampires,False,,
